summit_elev,vertical_drop,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,AdultWeekend,projectedDaysOpen,NightSkiing_ac,state_Alaska,state_Arizona,state_California,state_Colorado,state_Connecticut,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Missouri,state_Montana,state_Nevada,state_New Hampshire,state_New Jersey,state_New Mexico,state_New York,state_North Carolina,state_Ohio,state_Oregon,state_Pennsylvania,state_Rhode Island,state_South Dakota,state_Tennessee,state_Utah,state_Vermont,state_Virginia,state_Washington,state_West Virginia,state_Wisconsin,state_Wyoming,cluster_0,cluster_1,cluster_2
-0.8467878529400344,-0.7640691172836657,-0.20513818100678605,0.0,-0.23733569823745043,-0.5011820200392502,3.5118954777015716,-0.9066509494212707,-0.9880072415979517,0.37028118520049697,0.25653018824471685,0.18707620248419468,0.2834565661673602,-0.2038894915044539,-0.5808056440564244,-0.6160701815303868,94.0,-0.03161079457327633,-0.015477129803427876,58.0,78.0,111.0,0.1361042094351685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1500123783529534,2.5698537424349284,-0.20513818100678605,0.0,-0.23733569823745043,1.468251551664282,0.9756948609317568,-0.9066509494212707,-0.9880072415979517,-0.24101142231985004,-0.29829091656362416,0.42479903806877983,0.2834565661673602,0.403000166184098,1.0261369568650758,0.7018276830414741,113.6,-2.523363282435701,1.134926945108649,71.0,71.0,150.0,-0.6966386509247442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02755250689152632,1.463275091124076,-0.20513818100678605,0.0,-0.23733569823745043,1.468251551664282,-0.71510555024812,0.3972439726845773,0.6659168808370194,0.981573792720844,1.0887618454572283,0.9794856544328119,0.9590189361815511,0.8885118923349394,-0.2509595312356955,0.9045812006679144,142.0,-0.20959311513487808,-0.11408319336732017,79.0,93.0,142.0,-0.6966386509247442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3604031614158023,0.7255559902501743,-0.20513818100678605,0.0,-0.23733569823745043,-0.5011820200392502,-0.71510555024812,-0.9066509494212707,1.2172249216486766,1.592866400241191,0.5339407406488873,1.0983470722251045,-0.39210580384683075,2.2236691392497536,0.9246458452279284,-1.0317148926645892,125.0,1.4515752101067383,1.134926945108649,70.0,70.0,144.0,3.074496873848003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.37059275595639873,0.01621070094834572,-0.20513818100678605,0.0,-0.23733569823745043,-0.5011820200392502,0.13029465534181847,-0.9066509494212707,1.7685329624603336,-0.852304029840197,-0.020880364159453674,-0.4072308864772683,-0.39210580384683075,-0.5680232861175851,-0.3947386060549876,0.15439318545008573,93.6,0.14637152598832542,-0.837194326169197,55.0,69.0,100.0,0.3740307409665721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.6569779450224501,-0.6647607767814097,-0.20513818100678605,0.0,-0.23733569823745043,-0.5011820200392502,0.13029465534181847,-0.9066509494212707,-0.43669920078629465,0.37028118520049697,-0.5757014689677947,-1.1600198658284546,-1.0676681738610216,-1.0535350122684266,-0.6349342369295697,-1.0215772167832673,100.0,-1.099504717942887,-0.9933205934786932,40.0,45.0,100.0,-0.33974885362763874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.1317906271928653,1.1511631638312714,-0.20513818100678605,0.0,-0.23733569823745043,0.483534765812516,-0.71510555024812,1.7011388947904251,-0.9880072415979517,-0.852304029840197,-0.29829091656362416,0.5436604558610725,-0.39210580384683075,2.466425002325175,2.5485036314222866,-1.3054321414602834,126.0,0.027716645613924257,1.2992703843818028,70.0,70.0,131.125,-0.6966386509247442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2838718065434323,0.7255559902501743,-0.20513818100678605,0.0,-0.23733569823745043,2.4529683375160483,0.9756948609317568,3.005033816896273,-0.9880072415979517,0.37028118520049697,1.9209935026697398,0.9002447092379502,1.634581306195742,0.403000166184098,-0.2644916794539818,1.2796752082768286,125.0,-0.6842126366324828,0.14886630946972595,70.0,87.0,138.0,0.32644543466029136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.9981644520188859,0.5836869323898086,-0.20513818100678605,0.0,-0.23733569823745043,-0.5011820200392502,-0.71510555024812,-0.9066509494212707,0.11460884002536238,-0.852304029840197,-1.1305225737761357,-0.05064663310039051,0.16238804107521118,-0.9321570807307161,1.2325022171939422,0.44710072850234056,60.0,0.7989733680475319,1.075165694463866,43.0,43.0,131.125,-0.6966386509247442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.3018603046870212,1.1511631638312714,-0.20513818100678605,0.0,-0.23733569823745043,-0.5011820200392502,-0.71510555024812,-0.9066509494212707,1.7685329624603336,0.37028118520049697,0.25653018824471685,1.256828962614828,-0.39210580384683075,1.6167794815612018,2.345521408147992,0.44710072850234056,84.0,1.3922477699195377,1.3403562442000911,46.0,46.0,80.0,-0.6966386509247442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
